policy,budget,scope,denominator,detected,detection_rate,median_first_witness_rank,unexpected_in_domain_mismatch_count,source
source_behavioral_diversity_no_distance,32,natural_llm_low_density_fixture_passing_wrong,2,2,1.0,14.0,0,phase2a_sbdw
source_behavioral_diversity_no_distance,32,natural_llm_no_mismatch,166,0,0.0,,0,phase2a_sbdw
source_literal_char_interleave,1,controlled_primary_fixture_passing_wrong,37,15.0,0.40540540540540543,1.0,0,reused_phase1
source_literal_char_interleave,1,controlled_low_density_fixture_passing_wrong,16,2.0,0.125,1.0,0,reused_phase1
source_literal_char_interleave,2,controlled_primary_fixture_passing_wrong,37,25.0,0.6756756756756757,1.0,0,reused_phase1
source_literal_char_interleave,2,controlled_low_density_fixture_passing_wrong,16,8.0,0.5,2.0,0,reused_phase1
source_literal_char_interleave,4,controlled_primary_fixture_passing_wrong,37,30.0,0.8108108108108109,1.5,0,reused_phase1
source_literal_char_interleave,4,controlled_low_density_fixture_passing_wrong,16,13.0,0.8125,2.0,0,reused_phase1
source_literal_char_interleave,8,controlled_primary_fixture_passing_wrong,37,33.0,0.8918918918918919,2.0,0,reused_phase1
source_literal_char_interleave,8,controlled_low_density_fixture_passing_wrong,16,14.0,0.875,2.0,0,reused_phase1
source_literal_char_interleave,16,controlled_primary_fixture_passing_wrong,37,34.0,0.918918918918919,2.0,0,reused_phase1
source_literal_char_interleave,16,controlled_low_density_fixture_passing_wrong,16,14.0,0.875,2.0,0,reused_phase1
source_literal_char_interleave,32,controlled_primary_fixture_passing_wrong,37,34.0,0.918918918918919,2.0,0,reused_phase1
source_literal_char_interleave,32,controlled_low_density_fixture_passing_wrong,16,14.0,0.875,2.0,0,reused_phase1
fixture_neighbor_only,1,controlled_primary_fixture_passing_wrong,37,15.0,0.40540540540540543,1.0,0,reused_phase1
fixture_neighbor_only,1,controlled_low_density_fixture_passing_wrong,16,2.0,0.125,1.0,0,reused_phase1
fixture_neighbor_only,2,controlled_primary_fixture_passing_wrong,37,19.0,0.5135135135135135,1.0,0,reused_phase1
fixture_neighbor_only,2,controlled_low_density_fixture_passing_wrong,16,2.0,0.125,1.0,0,reused_phase1
fixture_neighbor_only,4,controlled_primary_fixture_passing_wrong,37,22.0,0.5945945945945946,1.0,0,reused_phase1
fixture_neighbor_only,4,controlled_low_density_fixture_passing_wrong,16,5.0,0.3125,3.0,0,reused_phase1
fixture_neighbor_only,8,controlled_primary_fixture_passing_wrong,37,25.0,0.6756756756756757,1.0,0,reused_phase1
fixture_neighbor_only,8,controlled_low_density_fixture_passing_wrong,16,6.0,0.375,3.0,0,reused_phase1
fixture_neighbor_only,16,controlled_primary_fixture_passing_wrong,37,26.0,0.7027027027027027,1.0,0,reused_phase1
fixture_neighbor_only,16,controlled_low_density_fixture_passing_wrong,16,6.0,0.375,3.0,0,reused_phase1
fixture_neighbor_only,32,controlled_primary_fixture_passing_wrong,37,26.0,0.7027027027027027,1.0,0,reused_phase1
fixture_neighbor_only,32,controlled_low_density_fixture_passing_wrong,16,6.0,0.375,3.0,0,reused_phase1
literal_first_concatenation,1,controlled_primary_fixture_passing_wrong,37,18.0,0.4864864864864865,1.0,0,reused_phase1
literal_first_concatenation,1,controlled_low_density_fixture_passing_wrong,16,8.0,0.5,1.0,0,reused_phase1
literal_first_concatenation,2,controlled_primary_fixture_passing_wrong,37,27.0,0.7297297297297297,1.0,0,reused_phase1
literal_first_concatenation,2,controlled_low_density_fixture_passing_wrong,16,10.0,0.625,1.0,0,reused_phase1
literal_first_concatenation,4,controlled_primary_fixture_passing_wrong,37,30.0,0.8108108108108109,1.0,0,reused_phase1
literal_first_concatenation,4,controlled_low_density_fixture_passing_wrong,16,13.0,0.8125,1.0,0,reused_phase1
literal_first_concatenation,8,controlled_primary_fixture_passing_wrong,37,33.0,0.8918918918918919,1.0,0,reused_phase1
literal_first_concatenation,8,controlled_low_density_fixture_passing_wrong,16,14.0,0.875,1.0,0,reused_phase1
literal_first_concatenation,16,controlled_primary_fixture_passing_wrong,37,34.0,0.918918918918919,1.0,0,reused_phase1
literal_first_concatenation,16,controlled_low_density_fixture_passing_wrong,16,14.0,0.875,1.0,0,reused_phase1
literal_first_concatenation,32,controlled_primary_fixture_passing_wrong,37,34.0,0.918918918918919,1.0,0,reused_phase1
literal_first_concatenation,32,controlled_low_density_fixture_passing_wrong,16,14.0,0.875,1.0,0,reused_phase1
generic_type_boundaries,1,controlled_primary_fixture_passing_wrong,37,15.0,0.40540540540540543,1.0,0,reused_phase1
generic_type_boundaries,1,controlled_low_density_fixture_passing_wrong,16,0.0,0.0,,0,reused_phase1
generic_type_boundaries,2,controlled_primary_fixture_passing_wrong,37,16.0,0.43243243243243246,1.0,0,reused_phase1
generic_type_boundaries,2,controlled_low_density_fixture_passing_wrong,16,0.0,0.0,,0,reused_phase1
generic_type_boundaries,4,controlled_primary_fixture_passing_wrong,37,23.0,0.6216216216216216,1.0,0,reused_phase1
generic_type_boundaries,4,controlled_low_density_fixture_passing_wrong,16,5.0,0.3125,3.0,0,reused_phase1
generic_type_boundaries,8,controlled_primary_fixture_passing_wrong,37,32.0,0.8648648648648649,2.5,0,reused_phase1
generic_type_boundaries,8,controlled_low_density_fixture_passing_wrong,16,13.0,0.8125,6.0,0,reused_phase1
generic_type_boundaries,16,controlled_primary_fixture_passing_wrong,37,32.0,0.8648648648648649,2.5,0,reused_phase1
generic_type_boundaries,16,controlled_low_density_fixture_passing_wrong,16,13.0,0.8125,6.0,0,reused_phase1
generic_type_boundaries,32,controlled_primary_fixture_passing_wrong,37,32.0,0.8648648648648649,2.5,0,reused_phase1
generic_type_boundaries,32,controlled_low_density_fixture_passing_wrong,16,13.0,0.8125,6.0,0,reused_phase1
uniform_random_domain,1,controlled_primary_fixture_passing_wrong,37,14.6,0.3945945945945946,1.0,0.0,reused_phase1
uniform_random_domain,1,controlled_low_density_fixture_passing_wrong,16,0.4666666666666667,0.029166666666666667,1.0,0.0,reused_phase1
uniform_random_domain,2,controlled_primary_fixture_passing_wrong,37,17.8,0.4810810810810811,1.0,0.0,reused_phase1
uniform_random_domain,2,controlled_low_density_fixture_passing_wrong,16,1.0666666666666667,0.06666666666666667,1.5,0.0,reused_phase1
uniform_random_domain,4,controlled_primary_fixture_passing_wrong,37,20.866666666666667,0.563963963963964,1.0,0.0,reused_phase1
uniform_random_domain,4,controlled_low_density_fixture_passing_wrong,16,2.0,0.125,2.0,0.0,reused_phase1
uniform_random_domain,8,controlled_primary_fixture_passing_wrong,37,23.433333333333334,0.6333333333333333,1.0,0.0,reused_phase1
uniform_random_domain,8,controlled_low_density_fixture_passing_wrong,16,3.1666666666666665,0.19791666666666666,4.0,0.0,reused_phase1
uniform_random_domain,16,controlled_primary_fixture_passing_wrong,37,26.066666666666666,0.7045045045045045,1.0,0.0,reused_phase1
uniform_random_domain,16,controlled_low_density_fixture_passing_wrong,16,5.4,0.3375,8.0,0.0,reused_phase1
uniform_random_domain,32,controlled_primary_fixture_passing_wrong,37,28.966666666666665,0.7828828828828829,1.5,0.0,reused_phase1
uniform_random_domain,32,controlled_low_density_fixture_passing_wrong,16,7.966666666666667,0.4979166666666667,12.0,0.0,reused_phase1
randomized_union_order,1,controlled_primary_fixture_passing_wrong,37,15.433333333333334,0.41711711711711713,1.0,0.0,reused_phase1
randomized_union_order,1,controlled_low_density_fixture_passing_wrong,16,1.0666666666666667,0.06666666666666667,1.0,0.0,reused_phase1
randomized_union_order,2,controlled_primary_fixture_passing_wrong,37,18.8,0.5081081081081081,1.0,0.0,reused_phase1
randomized_union_order,2,controlled_low_density_fixture_passing_wrong,16,2.0,0.125,1.5,0.0,reused_phase1
randomized_union_order,4,controlled_primary_fixture_passing_wrong,37,23.8,0.6432432432432432,1.0,0.0,reused_phase1
randomized_union_order,4,controlled_low_density_fixture_passing_wrong,16,4.966666666666667,0.3104166666666667,3.0,0.0,reused_phase1
randomized_union_order,8,controlled_primary_fixture_passing_wrong,37,27.566666666666666,0.7450450450450451,1.0,0.0,reused_phase1
randomized_union_order,8,controlled_low_density_fixture_passing_wrong,16,7.966666666666667,0.4979166666666667,4.0,0.0,reused_phase1
randomized_union_order,16,controlled_primary_fixture_passing_wrong,37,31.7,0.8567567567567568,2.0,0.0,reused_phase1
randomized_union_order,16,controlled_low_density_fixture_passing_wrong,16,11.7,0.73125,5.5,0.0,reused_phase1
randomized_union_order,32,controlled_primary_fixture_passing_wrong,37,34.0,0.918918918918919,2.0,0.0,reused_phase1
randomized_union_order,32,controlled_low_density_fixture_passing_wrong,16,14.0,0.875,7.25,0.0,reused_phase1
source_literal_char_interleave,1,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
source_literal_char_interleave,1,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
source_literal_char_interleave,2,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
source_literal_char_interleave,2,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
source_literal_char_interleave,4,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
source_literal_char_interleave,4,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
source_literal_char_interleave,8,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
source_literal_char_interleave,8,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
source_literal_char_interleave,16,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
source_literal_char_interleave,16,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
source_literal_char_interleave,32,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
source_literal_char_interleave,32,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
literal_first_concatenation,1,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
literal_first_concatenation,1,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
literal_first_concatenation,2,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
literal_first_concatenation,2,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
literal_first_concatenation,4,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
literal_first_concatenation,4,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
literal_first_concatenation,8,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
literal_first_concatenation,8,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
literal_first_concatenation,16,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
literal_first_concatenation,16,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
literal_first_concatenation,32,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
literal_first_concatenation,32,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
fixture_neighbor_only,1,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
fixture_neighbor_only,1,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
fixture_neighbor_only,2,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
fixture_neighbor_only,2,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
fixture_neighbor_only,4,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
fixture_neighbor_only,4,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
fixture_neighbor_only,8,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
fixture_neighbor_only,8,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
fixture_neighbor_only,16,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
fixture_neighbor_only,16,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
fixture_neighbor_only,32,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
fixture_neighbor_only,32,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
generic_type_boundaries,1,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
generic_type_boundaries,1,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
generic_type_boundaries,2,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
generic_type_boundaries,2,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
generic_type_boundaries,4,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
generic_type_boundaries,4,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
generic_type_boundaries,8,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
generic_type_boundaries,8,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
generic_type_boundaries,16,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
generic_type_boundaries,16,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
generic_type_boundaries,32,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
generic_type_boundaries,32,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
uniform_random_domain,1,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
uniform_random_domain,1,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
uniform_random_domain,2,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
uniform_random_domain,2,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
uniform_random_domain,4,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
uniform_random_domain,4,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
uniform_random_domain,8,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
uniform_random_domain,8,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
uniform_random_domain,16,natural_llm_primary_fixture_passing_wrong,2,0.13333333333333333,0.06666666666666667,12.5,0,reused_phase1
uniform_random_domain,16,natural_llm_low_density_fixture_passing_wrong,2,0.13333333333333333,0.06666666666666667,12.5,0,reused_phase1
uniform_random_domain,32,natural_llm_primary_fixture_passing_wrong,2,0.26666666666666666,0.13333333333333333,16.0,0,reused_phase1
uniform_random_domain,32,natural_llm_low_density_fixture_passing_wrong,2,0.26666666666666666,0.13333333333333333,16.0,0,reused_phase1
randomized_union_order,1,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
randomized_union_order,1,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
randomized_union_order,2,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
randomized_union_order,2,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
randomized_union_order,4,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
randomized_union_order,4,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
randomized_union_order,8,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
randomized_union_order,8,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
randomized_union_order,16,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
randomized_union_order,16,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
randomized_union_order,32,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
randomized_union_order,32,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,,0,reused_phase1
libfuzzer_eval_count,1,controlled_primary_fixture_passing_wrong,37,15.0,0.40540540540540543,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,1,controlled_low_density_fixture_passing_wrong,16,1.0,0.0625,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,1,controlled_no_mismatch,34,0.0,0.0,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,2,controlled_primary_fixture_passing_wrong,37,15.0,0.40540540540540543,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,2,controlled_low_density_fixture_passing_wrong,16,1.0,0.0625,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,2,controlled_no_mismatch,34,0.0,0.0,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,4,controlled_primary_fixture_passing_wrong,37,15.0,0.40540540540540543,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,4,controlled_low_density_fixture_passing_wrong,16,1.0,0.0625,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,4,controlled_no_mismatch,34,0.0,0.0,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,8,controlled_primary_fixture_passing_wrong,37,15.200000000000001,0.41081081081081083,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,8,controlled_low_density_fixture_passing_wrong,16,1.0333333333333334,0.06458333333333334,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,8,controlled_no_mismatch,34,0.0,0.0,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,16,controlled_primary_fixture_passing_wrong,37,19.633333333333333,0.5306306306306307,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,16,controlled_low_density_fixture_passing_wrong,16,1.7333333333333334,0.10833333333333334,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,16,controlled_no_mismatch,34,0.0,0.0,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,32,controlled_primary_fixture_passing_wrong,37,23.266666666666666,0.6288288288288288,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,32,controlled_low_density_fixture_passing_wrong,16,3.2,0.2,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,32,controlled_no_mismatch,34,0.0,0.0,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,128,controlled_primary_fixture_passing_wrong,37,30.2,0.8162162162162162,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,128,controlled_low_density_fixture_passing_wrong,16,9.2,0.575,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,128,controlled_no_mismatch,34,0.0,0.0,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,1024,controlled_primary_fixture_passing_wrong,37,36.0,0.972972972972973,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,1024,controlled_low_density_fixture_passing_wrong,16,15.0,0.9375,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_eval_count,1024,controlled_no_mismatch,34,0.0,0.0,,0,reused_phase1f_libfuzzer_eval_count
libfuzzer_wall_clock_0.1s,8,controlled_primary_fixture_passing_wrong,37,37.0,1.0,10.0,0,reused_phase1g_libfuzzer_0.1s_wallclock
libfuzzer_wall_clock_0.1s,8,controlled_low_density_fixture_passing_wrong,16,16.0,1.0,75.5,0,reused_phase1g_libfuzzer_0.1s_wallclock
libfuzzer_wall_clock_0.1s,8,controlled_no_mismatch,34,0.0,0.0,7994.5,0,reused_phase1g_libfuzzer_0.1s_wallclock
libfuzzer_eval_count,8,natural_llm_primary_fixture_passing_wrong,2,0.0,0.0,8.0,0,reused_phase1h_libfuzzer_eval_count
libfuzzer_eval_count,8,natural_llm_low_density_fixture_passing_wrong,2,0.0,0.0,8.0,0,reused_phase1h_libfuzzer_eval_count
libfuzzer_eval_count,8,natural_llm_no_mismatch,166,0.0,0.0,8.0,0,reused_phase1h_libfuzzer_eval_count
libfuzzer_eval_count,32,natural_llm_primary_fixture_passing_wrong,2,0.06666666666666667,0.03333333333333333,32.0,0,reused_phase1h_libfuzzer_eval_count
libfuzzer_eval_count,32,natural_llm_low_density_fixture_passing_wrong,2,0.06666666666666667,0.03333333333333333,32.0,0,reused_phase1h_libfuzzer_eval_count
libfuzzer_eval_count,32,natural_llm_no_mismatch,166,0.0,0.0,32.0,0,reused_phase1h_libfuzzer_eval_count
libfuzzer_eval_count,128,natural_llm_primary_fixture_passing_wrong,2,0.7333333333333333,0.36666666666666664,128.0,0,reused_phase1h_libfuzzer_eval_count
libfuzzer_eval_count,128,natural_llm_low_density_fixture_passing_wrong,2,0.7333333333333333,0.36666666666666664,128.0,0,reused_phase1h_libfuzzer_eval_count
libfuzzer_eval_count,128,natural_llm_no_mismatch,166,0.0,0.0,128.0,0,reused_phase1h_libfuzzer_eval_count
libfuzzer_wall_clock_0.1s,8,natural_llm_primary_fixture_passing_wrong,2,1.4333333333333333,0.7166666666666667,116.0,0,reused_phase1h_libfuzzer_0.1s_wallclock
libfuzzer_wall_clock_0.1s,8,natural_llm_low_density_fixture_passing_wrong,2,1.4333333333333333,0.7166666666666667,116.0,0,reused_phase1h_libfuzzer_0.1s_wallclock
libfuzzer_wall_clock_0.1s,8,natural_llm_no_mismatch,166,0.0,0.0,1226.0,0,reused_phase1h_libfuzzer_0.1s_wallclock
